Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-01-12 17:50:00,27.315457534922214,30.0,41.0,26.0,29.0,6.6
2021-01-12 17:55:00,27.164637260476663,30.0,30.0,25.6,30.0,6.7
2021-01-12 18:00:00,27.119391178142997,30.0,24.0,25.0,30.0,6.2
2021-01-12 18:05:00,27.1758173534429,31.0,20.0,24.5,30.0,5.8
2021-01-12 18:10:00,27.122745206032867,31.0,17.0,23.9,31.0,5.7
2021-01-12 18:15:00,26.96682356180986,32.0,15.0,23.4,32.0,5.8
2021-01-12 18:20:00,26.850047068542956,32.0,10.0,22.9,33.0,5.8
2021-01-12 18:25:00,26.745014120562885,33.0,3.0,22.4,33.0,5.3
2021-01-12 18:30:00,26.643504236168866,33.0,0.0,21.8,33.0,4.8
2021-01-12 18:35:00,26.473051270850657,33.0,0.0,21.3,34.0,4.8
2021-01-12 18:40:00,26.351915381255196,34.0,0.0,20.9,35.0,4.8
2021-01-12 18:45:00,26.175574614376558,35.0,0.0,20.4,36.0,4.8
2021-01-12 18:50:00,25.912672384312966,35.0,0.0,20.0,36.0,4.5
2021-01-12 18:55:00,25.48380171529389,35.0,0.0,19.6,36.0,4.1
